url,filepath,filename,title,description,author,category,crawled_at
https://www.elternleben.de/elternwissen-index/elternwissen-index/baby-entwicklung-und-foerderung/,content/elternleben/elternwissen-index/elternwissen-index/baby-entwicklung-und-foerderung.md,baby-entwicklung-und-foerderung.md,Baby-Entwicklung und Foerderung,,,"['elternwissen-index', 'elternwissen-index']",2025-03-05T19:44:20.823510
https://www.elternleben.de/live/ernaehrung/,content/elternleben/live/ernaehrung.md,ernaehrung.md,Beikost und baby-led-weaning: Einfach erklärt!,"Erhalte wertvolle Impulse von unserer Ernährungsexpertin Renate und stelle deine Fragen via zoom Am Dienstag, 5.12.2023 um 20:00",,['live'],2025-03-05T19:44:21.168567
https://www.elternleben.de/elternwissen/kleinkind/erziehung-und-bildung/wutanfaelle-treten-beissen-kratzen-was-tun-wenn-mein-kind-aggressiv-wird/,content/elternleben/elternwissen/kleinkind/erziehung-und-bildung/wutanfaelle-treten-beissen-kratzen-was-tun-wenn-mein-kind-aggressiv-wird.md,wutanfaelle-treten-beissen-kratzen-was-tun-wenn-mein-kind-aggressiv-wird.md,"Wutanfälle, treten, beißen, kratzen - Was tun, wenn mein Kind aggressiv wird?","Wutanfälle, treten, beißen, kratzen. Für Kinder zwischen ca. zwei und vier Jahren ist das ist völlig natürlich und ein wichtiger Teil ihrer Entwicklung.",Melanie Schüer,"['elternwissen', 'kleinkind', 'erziehung-und-bildung']",2025-03-05T19:44:22.986179
https://www.elternleben.de/familie-und-partnerschaft/freizeit-urlaub/hannah-loewe-geschenkeflut-zum-weihnachtsfest/,content/elternleben/familie-und-partnerschaft/freizeit-urlaub/hannah-loewe-geschenkeflut-zum-weihnachtsfest.md,hannah-loewe-geschenkeflut-zum-weihnachtsfest.md,Hannah Löwe: Geschenkeflut zum Weihnachtsfest,Bescherung: Wie viele Geschenke zu Weihnachten? Als Eltern nicht übertreiben – So könnt ihr durch gute Absprache den Kindern ein schönes Fest bereiten. Vlog,,"['familie-und-partnerschaft', 'freizeit-urlaub']",2025-03-05T19:44:23.524669
https://www.elternleben.de/schwangerschaft/schwanger-heiraten-weil-ein-baby-kommt/,content/elternleben/schwangerschaft/schwanger-heiraten-weil-ein-baby-kommt.md,schwanger-heiraten-weil-ein-baby-kommt.md,"Schwanger heiraten, weil ein Baby kommt?","Das Baby kommt: Heiraten - ja oder nein? Partnerschaft, Steuervorteile, Sorgerecht oder Unterhalt – findet heraus was Gründe für eine Hochzeit sind?",,['schwangerschaft'],2025-03-05T19:44:25.544140
https://www.elternleben.de/baby/entwicklung-baby/orale-phase-baby-nimmt-alles-in-den-mund/,content/elternleben/baby/entwicklung-baby/orale-phase-baby-nimmt-alles-in-den-mund.md,orale-phase-baby-nimmt-alles-in-den-mund.md,Orale Phase - Mein Baby nimmt alles in den Mund,"Die orale Phase ist ein wichtiger Teil der frühkindlichen Entwicklung, in der Babys ihren Mund entdecken und erkunden. Erfahre, wie du die Mundentwicklung deines Kindes fördern kannst.",Helen Mensen,"['baby', 'entwicklung-baby']",2025-03-05T19:44:27.020286
https://www.elternleben.de/shop/kita-kind/,content/elternleben/shop/kita-kind.md,kita-kind.md,Kita-Kind,,,['shop'],2025-03-05T19:44:27.181209
https://www.elternleben.de/l/beratung-schulprobleme/,content/elternleben/l/beratung-schulprobleme.md,beratung-schulprobleme.md,Elternberatung bei Schulproblemen,"Was kannst du tun, wenn dein Kind keine Hausaufgabe machen will? Für diese und andere Fragen sind unsere Experten für dich da!",,['l'],2025-03-05T19:44:28.272905
https://www.elternleben.de/erziehung-und-foerderung/krisen-und-konflikte/mit-kindern-ueber-den-krieg-sprechen/,content/elternleben/erziehung-und-foerderung/krisen-und-konflikte/mit-kindern-ueber-den-krieg-sprechen.md,mit-kindern-ueber-den-krieg-sprechen.md,Mit Kindern über den Krieg sprechen – Halt geben,"Bei Kleinkindern und Kita-Kindern ist nicht zu empfehlen, über das Thema Krieg zu sprechen. Erst ab Grundschulalter sollte dies kindgerecht besprochen werden.",Dr. Martina Stotz,"['erziehung-und-foerderung', 'krisen-und-konflikte']",2025-03-05T19:44:28.998393
https://www.elternleben.de/shop/rueckbildungskurs-online/,content/elternleben/shop/rueckbildungskurs-online.md,rueckbildungskurs-online.md,Online Rückbildungkurs: Günstiger & flexibler Online Kurs,Der Online Rückbildungskurs mit Hebamme Karin: ✅ Flexibles Online Training ✅ kein teures Abo-Modell ✅ günstig weil gemeinnützig.,,['shop'],2025-03-05T19:44:29.193379
https://www.elternleben.de/familie-und-partnerschaft/freizeit-urlaub/hannah-loewe-termine-in-der-vorweihnachtszeit/,content/elternleben/familie-und-partnerschaft/freizeit-urlaub/hannah-loewe-termine-in-der-vorweihnachtszeit.md,hannah-loewe-termine-in-der-vorweihnachtszeit.md,Hannah Löwe: Termine in der Vorweihnachtszeit,Adventszeit - Veranstaltungen vor Weihnachten. Für Eltern ballen sich Termine in der Vorweihnachtszeit. Tipps gegen Stress von Hannah Löwe im Vlog,,"['familie-und-partnerschaft', 'freizeit-urlaub']",2025-03-05T19:44:32.438283
https://www.elternleben.de/teenager/freundschaft-und-liebe/erste-liebe-erstes-mal/,content/elternleben/teenager/freundschaft-und-liebe/erste-liebe-erstes-mal.md,erste-liebe-erstes-mal.md,"Verhütung, erstes Mal & Co. - Jugendliche und die erste Liebe","Kinder werden Jugendliche: Wenn Eltern mit Themen wie Liebe, Verhütung, Erstes Mal und Co. konfrontiert werden. Tipps zur Orientierung für Familien",,"['teenager', 'freundschaft-und-liebe']",2025-03-05T19:44:34.787374
https://www.elternleben.de/shop/elternmitarbeit-in-der-kita/,content/elternleben/shop/elternmitarbeit-in-der-kita.md,elternmitarbeit-in-der-kita.md,Elternmitarbeit in der Kita,"Kita-Eltern sein bedeutet, ein wichtiger Teil einer besonderen Gemeinschaft zu sein. Die Elternmitarbeit in der Kita ist notwendig und gewünscht.",,['shop'],2025-03-05T19:44:35.321160
https://www.elternleben.de/baby/babyausstattung/unnoetige-baby-anschaffungen/,content/elternleben/baby/babyausstattung/unnoetige-baby-anschaffungen.md,unnoetige-baby-anschaffungen.md,Weniger ist mehr oder unnötige Baby-Anschaffungen,Was brauchen Mutter und Vater nach der Geburt wirklich für ihr Baby? Über die unnötigsten Anschaffungen vor und nach der Geburt,,"['baby', 'babyausstattung']",2025-03-05T19:44:37.553424
https://www.elternleben.de/gesundheit-ernaehrung/entspannung-stressbewaeltigung/ernaehrung-und-bewegung-gegen-stress/,content/elternleben/gesundheit-ernaehrung/entspannung-stressbewaeltigung/ernaehrung-und-bewegung-gegen-stress.md,ernaehrung-und-bewegung-gegen-stress.md,Bewegung und Ernährung: Dein Schlüssel zu weniger Stress,"Entdecke, wie regelmäßige Bewegung und gesunde Ernährung dir und deinen Kindern helfen, Stress abzubauen und die Lebensqualität zu steigern.",,"['gesundheit-ernaehrung', 'entspannung-stressbewaeltigung']",2025-03-05T19:44:40.168036
https://www.elternleben.de/erziehung-und-foerderung/der-kult-ums-kind/,content/elternleben/erziehung-und-foerderung/der-kult-ums-kind.md,der-kult-ums-kind.md,Der Kult ums Kind,"Der Kult ums Kind: Schwimmen, Reiten und Klavier spielen - wie viel ist nötig und gut? Nach dem Motto ""weniger ist mehr"" schreibt Katrin Gensheimer ihre Sicht.",Rose Volz-Schmidt,['erziehung-und-foerderung'],2025-03-05T19:44:44.007313
https://www.elternleben.de/erziehung-und-foerderung/kindliche-sexualitaet/ist-mein-kind-homosexuell/,content/elternleben/erziehung-und-foerderung/kindliche-sexualitaet/ist-mein-kind-homosexuell.md,ist-mein-kind-homosexuell.md,Ist mein Kind homosexuell?,"Homosexualität des Kindes ist für Eltern oft eine Herausforderung. Wenn es merkt, dass es sich anders fühlt als die meisten anderen meines Geschlechts.",Melanie Schüer,"['erziehung-und-foerderung', 'kindliche-sexualitaet']",2025-03-05T19:44:44.356318
https://www.elternleben.de/erziehung-und-foerderung/kommunikation-mit-kindern/loben-ist-gut-ermutigung-besser/,content/elternleben/erziehung-und-foerderung/kommunikation-mit-kindern/loben-ist-gut-ermutigung-besser.md,loben-ist-gut-ermutigung-besser.md,Loben ist gut - Ermutigung besser!,Brauchen Kinder Lob? Loben als Ermutigung - für das Selbstbewusstsein deines Kindes. Über Aufmerksamkeit und Interesse am Kind - mehr auf ElternLeben.de,Melanie Schüer,"['erziehung-und-foerderung', 'kommunikation-mit-kindern']",2025-03-05T19:44:47.187754
https://www.elternleben.de/familie-und-partnerschaft/haushalt-und-familienalltag/kinderbetreuung/,content/elternleben/familie-und-partnerschaft/haushalt-und-familienalltag/kinderbetreuung.md,kinderbetreuung.md,Welche Betreuung für mein Kind?,Welche Betreuung für mein Kind? Fremdbetreuung ja oder nein: Mit der ElternLeben-Checkliste fällt die Entscheidung etwas leichter,,"['familie-und-partnerschaft', 'haushalt-und-familienalltag']",2025-03-05T19:44:47.361968
https://www.elternleben.de/live/selbstfuersorge-fuer-eltern/,content/elternleben/live/selbstfuersorge-fuer-eltern.md,selbstfuersorge-fuer-eltern.md,Selbstfürsorge für Eltern,Was sind die typischen Stressfallen für Eltern und wie findet man da wieder heraus? Wie gelingt Achtsamkeit im Alltag mit Kindern?,,['live'],2025-03-05T19:44:49.982663
https://www.elternleben.de/elternwissen/erziehung-und-bildung/,content/elternleben/elternwissen/erziehung-und-bildung.md,erziehung-und-bildung.md,Erziehung und Bildung,,,['elternwissen'],2025-03-05T19:44:50.691199
https://www.elternleben.de/teenager/,content/elternleben/teenager.md,teenager.md,So begleitest du Teenager durch die Jugendzeit,"Begleite deinen Teenager sicher durch die Jugendzeit. Erfahre, wie du Herausforderungen meisterst und eine starke Bindung aufbaust.",,elternleben,2025-03-05T19:44:51.437991
https://www.elternleben.de/familie-und-partnerschaft/freizeit-urlaub/hannah-loewe-urlaub-sommerferien-wer-soll-soviel-geld-verdienen/,content/elternleben/familie-und-partnerschaft/freizeit-urlaub/hannah-loewe-urlaub-sommerferien-wer-soll-soviel-geld-verdienen.md,hannah-loewe-urlaub-sommerferien-wer-soll-soviel-geld-verdienen.md,"Hannah Löwe: ... Urlaub – Sommerferien, wer soll soviel Geld verdienen?",Urlaub mit Grundschulkindern - verreisen in den Sommerferien? Schulferien - wenn die Preise steigen. Tipps für Eltern: Alternativen für Familien mit Kindern,,"['familie-und-partnerschaft', 'freizeit-urlaub']",2025-03-05T19:44:53.121450
https://www.elternleben.de/erziehung-und-foerderung/neurodiversitaet-bei-kindern/legasthenie/,content/elternleben/erziehung-und-foerderung/neurodiversitaet-bei-kindern/legasthenie.md,legasthenie.md,Legasthenie erkennen und fördern – So hilfst du deinem Kind,"Dein Kind hat Schwierigkeiten beim Lesen und Schreiben? Erfahre, wie du bei Legasthenie helfen kannst.",,"['erziehung-und-foerderung', 'neurodiversitaet-bei-kindern']",2025-03-05T19:44:53.298443
https://www.elternleben.de/schwangerschaft/geburt/entbindungstermin/,content/elternleben/schwangerschaft/geburt/entbindungstermin.md,entbindungstermin.md,Fixierung auf den Entbindungstermin,Entbindungstermin: Was ist dran am vom Frauenarzt markierten Termin für die Geburt? Über die Vorbereitung auf die Entbindung - auf ElternLeben.de,,"['schwangerschaft', 'geburt']",2025-03-05T19:44:54.417273
https://www.elternleben.de/familie-und-partnerschaft/paarbeziehung/eltern-werden-paar-bleiben/,content/elternleben/familie-und-partnerschaft/paarbeziehung/eltern-werden-paar-bleiben.md,eltern-werden-paar-bleiben.md,Eltern werden - Paar bleiben,"Eltern werden und Paar bleiben - wie einfach ist das? Wie Baby und Geburt aus einem Paar eine Familie machen und was Ihr beachten solltet, lest Ihr hier.",,"['familie-und-partnerschaft', 'paarbeziehung']",2025-03-05T19:44:54.943895
https://www.elternleben.de/haeufige-fragen/grundschule/,content/elternleben/haeufige-fragen/grundschule.md,grundschule.md,Dein Schulkind durch die Schulzeit begleiten,"Erfahre, wie du dein Schulkind im Alltag unterstützt. Mit Tipps zu Lernen, Freundschaften und Freizeit.",,['haeufige-fragen'],2025-03-05T19:44:57.644108
https://www.elternleben.de/elternwissen/teenager/gesundheit-und-ernaehrung/,content/elternleben/elternwissen/teenager/gesundheit-und-ernaehrung.md,gesundheit-und-ernaehrung.md,Gesundheit und Ernährung,,,"['elternwissen', 'teenager']",2025-03-05T19:45:00.415457
https://www.elternleben.de/schulkind/suessigkeiten-in-der-brotdose/,content/elternleben/schulkind/suessigkeiten-in-der-brotdose.md,suessigkeiten-in-der-brotdose.md,Hannah Löwe: Süßigkeiten in der Frühstücksdose?,Süßes in der Brotdose? Ob Eltern ihren Kindern Süßigkeiten in ihre Frühstücksdose mitgeben sollen - darüber gibt es viel Streit beim Elternabend. Hannah Löwe im Vlog,,['schulkind'],2025-03-05T19:45:01.321669
https://www.elternleben.de/erziehung-und-foerderung/erziehungsstile/good-enough-parenting/,content/elternleben/erziehung-und-foerderung/erziehungsstile/good-enough-parenting.md,good-enough-parenting.md,Als Eltern perfekt sein? – Good enough parenting,"Viele Eltern spüren großen Druck, was ihre „Performance“ als gute Mutter/guten Vater angeht. Eltern-Perfektionismus tut Kindern oft nicht gut. Richtet sogar Schaden an.",Melanie Schüer,"['erziehung-und-foerderung', 'erziehungsstile']",2025-03-05T19:45:02.751360
https://www.elternleben.de/gesundheit-ernaehrung/mentale-gesundheit/burnout-bei-kindern-und-jugendlichen/,content/elternleben/gesundheit-ernaehrung/mentale-gesundheit/burnout-bei-kindern-und-jugendlichen.md,burnout-bei-kindern-und-jugendlichen.md,Burnout bei Kindern: Warnsignale erkennen und handeln,"Erkenne die Warnsignale von Burnout bei Kindern und Jugendlichen. Lerne, wie du als Elternteil handeln und dein Kind unterstützen kannst.",Kerstin Schmied,"['gesundheit-ernaehrung', 'mentale-gesundheit']",2025-03-05T19:45:05.795573
https://www.elternleben.de/familie-und-partnerschaft/patchworkfamilie/,content/elternleben/familie-und-partnerschaft/patchworkfamilie.md,patchworkfamilie.md,"Patchworkfamilie: Tipps, um Herausforderungen zu meistern","Konflikte in deiner Patchworkfamilie? Lerne, wie du Herausforderungen meisterst und ein harmonisches Familienleben führst.",,['familie-und-partnerschaft'],2025-03-05T19:45:09.924551
https://www.elternleben.de/familie-und-partnerschaft/vaterrolle-zwischen-alpha-und-softie/,content/elternleben/familie-und-partnerschaft/vaterrolle-zwischen-alpha-und-softie.md,vaterrolle-zwischen-alpha-und-softie.md,Zwischen Alpha und Softie - der Balanceakt für Väter,"Vater sein ist gar nicht so einfach. Ralf Specht im Interview über Rollenbilder, Ansprüche an Väter und deren Herausforderungen. ElternLeben.de",,['familie-und-partnerschaft'],2025-03-05T19:45:14.258836
https://www.elternleben.de/familie-und-partnerschaft/freizeit-urlaub/urlaub-mit-kindern/,content/elternleben/familie-und-partnerschaft/freizeit-urlaub/urlaub-mit-kindern.md,urlaub-mit-kindern.md,Urlaub mit Kindern: Tipps für entspannte Familienreisen,Plane deinen Urlaub mit Kindern stressfrei! Hier findest du praktische Tipps und Ideen für eine entspannte und schöne Zeit mit der ganzen Familie.,Melanie Schüer,"['familie-und-partnerschaft', 'freizeit-urlaub']",2025-03-05T19:45:18.568477
https://www.elternleben.de/baby/babyschlaf/baby-wacht-staendig-auf/,content/elternleben/baby/babyschlaf/baby-wacht-staendig-auf.md,baby-wacht-staendig-auf.md,Warum wacht mein Baby ständig auf? Gründe & Hilfe,Dein Baby wacht nachts ständig auf? Es weint und schreit nachts beim Aufwachen? Unsere Expertin erklärt dir warum und zeigt Lösungen.,Melanie Schüer,"['baby', 'babyschlaf']",2025-03-05T19:45:19.136123
https://www.elternleben.de/shop/video-seminar-eingewoehnung-kita/,content/elternleben/shop/video-seminar-eingewoehnung-kita.md,video-seminar-eingewoehnung-kita.md,Video-Seminar Eingewöhnung in die Kita,Eine gute Eingewöhnung in die Kita hängt vom Alter und Temperament deines Kindes ab. Weitere wichtige Faktoren erfährst du in diesem Video-Seminar mit Dr. Martina Stotz.,,['shop'],2025-03-05T19:45:19.523124
https://www.elternleben.de/erziehung-und-foerderung/sprachentwicklung-von-kindern/phasen-der-sprachentwicklung/,content/elternleben/erziehung-und-foerderung/sprachentwicklung-von-kindern/phasen-der-sprachentwicklung.md,phasen-der-sprachentwicklung.md,Phasen der Sprachentwicklung: 8 Phasen bei Kindern,Sprachentwicklung in 8 Phasen: Von Erster Lallphase (2 Monate) über Einwortphase (12-18 Monate) bis Grammatik. Alle Phasen im Überblick.,Helen Mensen,"['erziehung-und-foerderung', 'sprachentwicklung-von-kindern']",2025-03-05T19:45:21.640020
https://www.elternleben.de/erziehung-und-foerderung/lesefoerderung-fuer-kinder/lesen-in-der-familie/,content/elternleben/erziehung-und-foerderung/lesefoerderung-fuer-kinder/lesen-in-der-familie.md,lesen-in-der-familie.md,Lesen in der Familie: Wie du das Interesse weckst,"Erfahre, wie du das Lesen in deiner Familie förderst und Lesespaß für alle schaffst. Tipps für mehr Lesezeit mit deinen Kindern.",Elisabeth Krista,"['erziehung-und-foerderung', 'lesefoerderung-fuer-kinder']",2025-03-05T19:45:22.382048
https://www.elternleben.de/elternsprechstunde/,content/elternleben/elternsprechstunde.md,elternsprechstunde.md,Online Elternsprechstunde,"Egal welches Thema dich gerade beschäftigt, egal wie alt dein Kind ist – unsere Expertin Melanie Schüer beantwortet in regelmäßigen Live-Sprechstunden via Zoom-Chat alle Fragen, die dich als Mutter oder Vater beschäftigen.",,elternleben,2025-03-05T19:45:23.310928
https://www.elternleben.de/erziehung-und-foerderung/medienkonsum-bei-kindern/medienschutz-im-netz/,content/elternleben/erziehung-und-foerderung/medienkonsum-bei-kindern/medienschutz-im-netz.md,medienschutz-im-netz.md,Medienschutz für dein Kind im Netz – Tipps für deinen Alltag,"Im Netz lauern viele Gefahren. Hier findest du praktische Tipps die dir dabei helfen, aktiv am Medienschutz mitzuwirken.",Svenja Gleffe,"['erziehung-und-foerderung', 'medienkonsum-bei-kindern']",2025-03-05T19:45:23.681539
https://www.elternleben.de/schwangerschaft/gesunde-schwangerschaft/louwen-diaet/,content/elternleben/schwangerschaft/gesunde-schwangerschaft/louwen-diaet.md,louwen-diaet.md,Louwen Diät in der Schwangerschaft – schmerzärmere Geburt?,"Die Louwen Diät fokussiert sich ausschließlich auf die Geburt. Sechs Wochen vor der Entbindung radikal die Ernährung zu verändern kann, je nach Ausgangsernährung, sehr ungesund sein.",,"['schwangerschaft', 'gesunde-schwangerschaft']",2025-03-05T19:45:24.587104
https://www.elternleben.de/shop/online-geburtsvorbereitungskurs/,content/elternleben/shop/online-geburtsvorbereitungskurs.md,online-geburtsvorbereitungskurs.md,Online-Geburtsvorbereitungskurs: Bindungsorientiert mit NATA ME,"Im Online-Geburtsvorbereitungskurs erfährst du Bindung zu deinem Baby von Anfang an. Yin Yoga, Atmung und Mediation bereiten dich gut auf die Geburt vor.",,['shop'],2025-03-05T19:45:25.883053
https://www.elternleben.de/baby/stillen/gesunde-ernaehrung-in-der-stillzeit/,content/elternleben/baby/stillen/gesunde-ernaehrung-in-der-stillzeit.md,gesunde-ernaehrung-in-der-stillzeit.md,Gesunde Ernährung in der Stillzeit: Tipps für Mütter,"Gesunde Ernährung in der Stillzeit ist wichtig für Mutter und Kind. Erfahre, welche Lebensmittel du essen kannst und welche du meiden solltest.",Renate Lieberknecht,"['baby', 'stillen']",2025-03-05T19:45:27.932284
https://www.elternleben.de/erziehung-und-foerderung/erziehungsstile/erziehung-ohne-strafen/,content/elternleben/erziehung-und-foerderung/erziehungsstile/erziehung-ohne-strafen.md,erziehung-ohne-strafen.md,Erziehung ohne Strafen – Positive Disziplin im Alltag,"Erziehung ohne Strafen — geht das überhaupt? Mit unseren praktischen Tipps schaffst du es, positive Disziplin im Alltag umzusetzen. Hier geht's zum Artikel.",,"['erziehung-und-foerderung', 'erziehungsstile']",2025-03-05T19:45:32.575649
https://www.elternleben.de/baby/fruehchen/fruehchenstation/,content/elternleben/baby/fruehchen/fruehchenstation.md,fruehchenstation.md,Alles über die Frühchenstation: Was du als Elternteil wissen solltest,"Die Zeit auf der Frühchenstation kann überwältigend und emotional sein. Erfahre, wie du als Elternteil dein Frühchen bestmöglich unterstützen kannst.",Kerstin Schmied,"['baby', 'fruehchen']",2025-03-05T19:45:32.935147
https://www.elternleben.de/schwangerschaft/geburt/nach-der-geburt/,content/elternleben/schwangerschaft/geburt/nach-der-geburt.md,nach-der-geburt.md,Tipps für die erste Zeit nach der Geburt,"Erhalte wertvolle Ratschläge von unseren Expert*innen für deine Rückbildung, dein Wohlbefinden und den neuen Alltag mit Baby in den ersten Wochen nach der Geburt.",,"['schwangerschaft', 'geburt']",2025-03-05T19:45:33.113950
https://www.elternleben.de/baby/wachstumsschub-baby/26-wochen-schub/,content/elternleben/baby/wachstumsschub-baby/26-wochen-schub.md,26-wochen-schub.md,26 Wochen Schub: Tipps für Eltern,"Der 26 Wochen Schub ist der 5. Entwicklungsschub beim Baby. Alles zu Beginn, Dauer und was das Baby mit 26 Wochen lernt.",Melanie Schüer,"['baby', 'wachstumsschub-baby']",2025-03-05T19:45:33.860857
https://www.elternleben.de/schwangerschaft/gesunde-schwangerschaft/ernaehrung/,content/elternleben/schwangerschaft/gesunde-schwangerschaft/ernaehrung.md,ernaehrung.md,Gesunde Ernährung in der Schwangerschaft,"Für die gesunde Entwicklung des Kindes - Ernährung in der Schwangerschaft. Was du als werdende Mutter beachten musst: Finde Tipps zu Folsäure, Jod & Co.",Melanie Schüer,"['schwangerschaft', 'gesunde-schwangerschaft']",2025-03-05T19:45:36.584825
https://www.elternleben.de/baby/,content/elternleben/baby.md,baby.md,Alles rund ums Baby - Praktische Expertentipps fürs erste Jahr,Erhalte wertvolle Expertentipps für das erste Jahr mit deinem Baby. Von der Pflege bis zur Entwicklung - unser Ratgeber begleitet dich durch die Babyzeit.,,elternleben,2025-03-05T19:45:39.988421
https://www.elternleben.de/kleinkind/dein-kind-im-vierten-lebensjahr/,content/elternleben/kleinkind/dein-kind-im-vierten-lebensjahr.md,dein-kind-im-vierten-lebensjahr.md,Dein Kind im vierten Lebensjahr - ein Überblick,"Dein Kind im vierten Lebensjahr: Ein Überblick über motorische, körperliche, soziale, emotionale, kognitive und sprachliche Entwicklungsschritte für Eltern.",Rose Volz-Schmidt,['kleinkind'],2025-03-05T19:45:43.915001
https://www.elternleben.de/erziehung-und-foerderung/mehrsprachigkeit-bei-kindern/leben-im-ausland-erhalt-der-muttersprache/,content/elternleben/erziehung-und-foerderung/mehrsprachigkeit-bei-kindern/leben-im-ausland-erhalt-der-muttersprache.md,leben-im-ausland-erhalt-der-muttersprache.md,Leben im Ausland — 7 Tipps für den Erhalt der Muttersprache,"Leben im Ausland ist aufregend — ebenso die Frage: ""Können meine Kinder Deutsch verlernen?!"" Unsere besten Tipps zum Erhalt der Muttersprache liest du hier.",,"['erziehung-und-foerderung', 'mehrsprachigkeit-bei-kindern']",2025-03-05T19:45:46.748194
https://www.elternleben.de/elternwissen-index/elternwissen-index/schulkind-job-und-organisation/,content/elternleben/elternwissen-index/elternwissen-index/schulkind-job-und-organisation.md,schulkind-job-und-organisation.md,Schulkind-Job und Organisation,,,"['elternwissen-index', 'elternwissen-index']",2025-03-05T19:45:47.107332
